Reaction,Min,Max
ACYP_2,2.7241087046019297e-08,0.1598400267782536
GTPDPDP,7.763238337875894e-07,0.0694267540274955
PPGPPDP,7.763238337875894e-07,0.0694267540274955
AKGDH,2.2086300148537377e-05,0.5824446711217114
EX_nodcoa,-3.454520797936374e-13,5.812957613548657e-14
NODCOAt,-7.77478427371672e-14,4.0630273724074543e-13
EX_octscoa,-8.695018882204074e-14,2.080304616316847e-13
OCTSCOAt,-2.881755503168484e-13,1.2803388898341174e-13
ATPM,5.6837714588334805e-06,0.3448536104486906
VPAMTr,-0.806119901684143,-0.0166716144034433
EGTB,1.0166729062274109e-06,0.0195586018602005
EGTC,1.0166729062274109e-06,0.0195586018602005
EGTE,1.0166729062274109e-06,0.0195586018602005
TMDS3,6.309026213172799e-11,7.501147285927248e-05
OTSB1,1.5872307536246378e-13,5.083248287880931e-06
MYCOPP,6.224431164692802e-08,0.0002854993724565
TMMYCO,1.5872307429137813e-13,5.083248285297733e-06
MYCOE,6.224431164693068e-08,0.0002854993724565
PPM1,6.224415292385482e-08,0.0002853960653137
NADDP,1.755351392998815e-08,0.1142824351178017
NMNAT,1.755351392998815e-08,0.1142824351178017
EGTD,1.0166729062281484e-06,0.019558601860447
FBPA,7.936153768080113e-14,2.541624143940468e-06
TAG,-4.743047305933815e-14,1.803056543896229e-13
LIPY,-5.378780629410824e-14,1.9837274975567422e-13
BIRA,4.093199719396758e-08,0.1099982040500406
ACCD3,4.0931997194089786e-08,0.1099982040500516
ACCA3,4.093199719396758e-08,0.1099982040500406
GMHEPPA,1.675809563165081e-08,0.0400744692775163
ALCD19y,7.010883489795682e-08,0.2069105422417349
DM_ergoth_c,1.0166729062274109e-06,0.0195586018602005
DM_tbsinol_c,3.6643720668076537e-06,0.0212926678398126
DM_isotbsinol__13S_c,0.0,0.0
DM_isotbsinol__13R_c,-1.1459157764724926e-18,2.1236262913373752e-18
DM_psd5p_c,-1.521591262505568e-14,4.168634697588372e-13
DM_scys__L_c,-9.896339295912798e-14,1.618598037131432e-13
DM_gmhep1p_c,1.675809563165081e-08,0.0400744692775163
DM_ncam_c,4.980815128145572e-06,0.0851599130781663
